dataset_id,run_id,algo,ami,n_clusters,dbcv_status,noise_fraction,status,dbcv,s_dbw
img_mnist_digits_2k,e0981ae1c5a2,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,08e381bd46b1,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,f7183f4c1fed,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,7c2e8cd4a56d,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,07ebbef7de3c,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,db49059653de,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,19967cb83e78,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,158a0277ed3c,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,d0fba6f03c0f,DBSCAN,0.0258147855494862,10,all_noise,0.977,all_noise,,
img_mnist_digits_2k,f10f8ff36baa,DBSCAN,0.0138476296081381,4,all_noise,0.9885,all_noise,,
img_mnist_digits_2k,672c637760be,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,0cd896f527d5,DBSCAN,0.0,0,all_noise,1.0,all_noise,,
img_mnist_digits_2k,4887a0323e21,DBSCAN,0.2846468666787092,30,ok,0.6835,ok,0.0005783130815134887,-0.5889195548059788
img_mnist_digits_2k,3d795ce47578,DBSCAN,0.2463404967952762,9,ok,0.7655,ok,-0.006812853783384902,-0.6811347270097393
img_mnist_digits_2k,639f74dd0e43,DBSCAN,0.2194285464174996,3,ok,0.827,ok,-0.02080130421740022,-0.6865456691664958
img_mnist_digits_2k,9c3ccb4fd98f,DBSCAN,0.2146211546495698,1,trivial,0.8845,trivial,,
img_mnist_digits_2k,5647bbf0428d,HDBSCAN,0.3594691755984669,56,ok,0.648,ok,0.022395259694189405,-0.6906267109373416
img_mnist_digits_2k,389d4ccb0588,HDBSCAN,0.2789407222083659,8,ok,0.8355,ok,0.01569136887127473,-0.781967970413819
img_mnist_digits_2k,e34ce5984b64,HDBSCAN,0.2178265113691028,4,ok,0.88,ok,0.02707434190653447,-0.844898492108299
img_mnist_digits_2k,63470ebdd53e,HDBSCAN,0.3480285773499836,19,ok,0.7385,ok,0.019296041234637306,-0.7811343604922706
img_mnist_digits_2k,46814f50e13d,HDBSCAN,0.2762026628499117,5,ok,0.843,ok,0.013936403781082823,-0.8491161803960374
img_mnist_digits_2k,e597041814f5,HDBSCAN,0.2166729356025934,3,ok,0.8825,ok,0.026744791755410516,-0.951948175394278
img_mnist_digits_2k,024a1a8c54d1,HDBSCAN,0.3165570571291758,6,ok,0.674,ok,-0.007978843103475068,-0.9183112318220953
