dataset_id,algo,hyperparams_json,run_id,ami,silhouette,calinski_harabasz,davies_bouldin,n_clusters_found,noise_fraction,runtime_sec,ch_adjusted,ari,nmi,v_measure
openml_1063,DBSCAN,"{""eps"": 0.1, ""min_samples"": 3}",4ec824c366d4,0.0481328911921318,0.7743192315101624,8649.388453002268,0.2421829881192978,12,0.6762452107279694,0.0155391693115234,,-0.10543386351161109,0.06326283220302348,0.06326283220302348
openml_1063,DBSCAN,"{""eps"": 0.1, ""min_samples"": 5}",4555573328fc,0.0476857725810226,0.7704094648361206,9931.992227283925,0.2398416215155575,9,0.6954022988505747,0.0163788795471191,0.9896165676616936,-0.10220506973492603,0.059736449215144725,0.059736449215144725
openml_1063,DBSCAN,"{""eps"": 0.1, ""min_samples"": 10}",0f46e0814abc,0.0471105866084038,0.9761204123497008,29967.660891634845,0.0236596898660114,3,0.7701149425287356,0.0085229873657226,0.975290143748516,-0.09211647470405249,0.05208074962693083,0.05208074962693083
openml_1063,DBSCAN,"{""eps"": 0.1, ""min_samples"": 20}",759f97a6695c,0.055179197212267,,,,1,0.8160919540229885,0.0086121559143066,,-0.09273381868375917,0.057035343980352274,0.057035343980352274
openml_1063,DBSCAN,"{""eps"": 0.3, ""min_samples"": 3}",9cd81f07f9eb,0.0735679829373051,0.5924831628799438,528.3820684904176,0.5530968071328135,9,0.5057471264367817,0.00453782081604,0.947679746584296,-0.06438975821446578,0.08242833835636189,0.08242833835636187
openml_1063,DBSCAN,"{""eps"": 0.3, ""min_samples"": 5}",bb5d6442dae0,0.0716355083836076,0.6094183325767517,603.1620384386376,0.7319100486620158,8,0.5344827586206896,0.0078341960906982,0.9421385089748094,-0.07317792668970836,0.07965435726070617,0.07965435726070617
openml_1063,DBSCAN,"{""eps"": 0.3, ""min_samples"": 10}",c610648f3a0b,0.0658713932245266,0.7511664628982544,1319.445280878801,0.4654616905157263,7,0.5842911877394636,0.0016219615936279,0.9753486854710826,-0.08885280654023528,0.07322138893763462,0.07322138893763461
openml_1063,DBSCAN,"{""eps"": 0.3, ""min_samples"": 20}",d9a6e957a479,0.0624323490424975,0.8745799660682678,3492.2612340863734,0.3545589069952563,3,0.7088122605363985,0.0052509307861328,0.9762577123428337,-0.09784965284348024,0.06659084305401174,0.06659084305401174
openml_1063,DBSCAN,"{""eps"": 0.5, ""min_samples"": 3}",e0981ae1c5a2,0.1158760870956779,0.0687553733587265,34.31577036843205,0.8122488176387552,6,0.3716475095785441,0.0048849582672119,0.8529794898120576,0.13970277805258294,0.12348893221516112,0.12348893221516112
openml_1063,DBSCAN,"{""eps"": 0.5, ""min_samples"": 5}",08e381bd46b1,0.1208548538911567,0.2863180339336395,46.072471925513675,0.6872448520368934,4,0.3946360153256705,0.0079150199890136,0.9110523134058596,0.13674937411608104,0.12606125022072798,0.12606125022072798
openml_1063,DBSCAN,"{""eps"": 0.5, ""min_samples"": 10}",f7183f4c1fed,0.1048722141504197,0.5416728258132935,315.3879428497542,0.6082455735879176,3,0.4425287356321839,0.009383201599121,0.9199052340453208,-0.00030946133979203796,0.10801627779039139,0.1080162777903914
openml_1063,DBSCAN,"{""eps"": 0.5, ""min_samples"": 20}",7c2e8cd4a56d,0.0957227074924226,0.6035063862800598,507.2608738136685,0.4725484462743816,2,0.5019157088122606,0.0048158168792724,0.963274922880954,-0.022910036360901075,0.09799033678409415,0.09799033678409415
openml_1063,DBSCAN,"{""eps"": 1.0, ""min_samples"": 3}",07ebbef7de3c,0.1206199145571712,0.3749992251396179,12.703539882198353,0.6264092049776638,2,0.1781609195402299,0.0123300552368164,0.504971911145126,0.2753929716024902,0.12426971937756805,0.12426971937756805
openml_1063,DBSCAN,"{""eps"": 1.0, ""min_samples"": 5}",db49059653de,0.1456876677706171,,,,1,0.1973180076628352,0.0079691410064697,,0.30018752728624376,0.14733257441913836,0.14733257441913836
openml_1063,DBSCAN,"{""eps"": 1.0, ""min_samples"": 10}",19967cb83e78,0.1282576596605514,0.2048123627901077,20.64825539916476,1.052123192728475,2,0.2241379310344827,0.0056116580963134,0.4178029129021789,0.2749188849913255,0.13136191290911262,0.13136191290911262
